item_id,image_path,question_text_original,answer_gold_diagram,choices_optional,roi_hint_optional,answer_gold_text_misleading,condition,question_text,gold_correct_by
mv_85,data/mathverse_images/mv_85.png,"The positions of straight lines a, b, c, and d are shown in the figure. If angle 1 = 58.0, angle 2 = 58.0, angle 3 = 70.0, then angle 4 is equal to ()
Choices:
A:58°
B:70°
C:110°
D:116°",C,,,None,I+T_masked,"The positions of straight lines a, b, c, and d are shown in the figure. If angle [NUM] = [NUM], angle [NUM] = [NUM], angle [NUM] = [NUM], then angle [NUM] is equal to ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_86,data/mathverse_images/mv_86.png,"If angle 1 = 58.0, angle 2 = 58.0, angle 3 = 70.0, then angle 4 is equal to ()
Choices:
A:58°
B:70°
C:110°
D:116°",C,,,None,I+T_masked,"If angle [NUM] = [NUM], angle [NUM] = [NUM], angle [NUM] = [NUM], then angle [NUM] is equal to ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_87,data/mathverse_images/mv_87.png,"If angle 1 = 58.0, angle 2 = 58.0, angle 3 = 70.0, then angle 4 is equal to ()
Choices:
A:58°
B:70°
C:110°
D:116°",C,,,None,I+T_masked,"If angle [NUM] = [NUM], angle [NUM] = [NUM], angle [NUM] = [NUM], then angle [NUM] is equal to ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_88,data/mathverse_images/mv_88.png,"then angle 4 is equal to ()
Choices:
A:58°
B:70°
C:110°
D:116°",C,,,None,I+T_masked,"then angle [NUM] is equal to ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_90,data/mathverse_images/mv_90.png,"As shown in the figure, a parallel b, angle 1 = 158.0, angle 2 = 42.0, angle 4 = 50.0. Then angle 3 = ()
Choices:
A:50°
B:60°
C:70°
D:80°",C,,,None,I+T_masked,"As shown in the figure, a parallel b, angle [NUM] = [NUM], angle [NUM] = [NUM], angle [NUM] = [NUM]. Then angle [NUM] = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_91,data/mathverse_images/mv_91.png,"As shown in the figure, a parallel b, angle 1 = 158.0, angle 2 = 42.0, angle 4 = 50.0. Then angle 3 = ()
Choices:
A:50°
B:60°
C:70°
D:80°",C,,,None,I+T_masked,"As shown in the figure, a parallel b, angle [NUM] = [NUM], angle [NUM] = [NUM], angle [NUM] = [NUM]. Then angle [NUM] = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_92,data/mathverse_images/mv_92.png,"As shown in the figure, angle 1 = 158.0, angle 2 = 42.0, angle 4 = 50.0. Then angle 3 = ()
Choices:
A:50°
B:60°
C:70°
D:80°",C,,,None,I+T_masked,"As shown in the figure, angle [NUM] = [NUM], angle [NUM] = [NUM], angle [NUM] = [NUM]. Then angle [NUM] = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_93,data/mathverse_images/mv_93.png,"As shown in the figure, a parallel b, Then angle 3 = ()
Choices:
A:50°
B:60°
C:70°
D:80°",C,,,None,I+T_masked,"As shown in the figure, a parallel b, Then angle [NUM] = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_95,data/mathverse_images/mv_95.png,"As shown in the figure, AB is the diameter of circle O, C and D are two points on circle O. Connect AC, BC, CD, and OD respectively. If angle DOB = 140.0, then angle ACD = ()
Choices:
A:20°
B:30°
C:40°
D:.70°A70°",A,,,None,I+T_masked,"As shown in the figure, AB is the diameter of circle O, C and D are two points on circle O. Connect AC, BC, CD, and OD respectively. If angle DOB = [NUM], then angle ACD = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:.[NUM]°A[NUM]°",diagram
mv_96,data/mathverse_images/mv_96.png,"As shown in the figure, If angle DOB = 140.0, then angle ACD = ()
Choices:
A:20°
B:30°
C:40°
D:.70°A70°",A,,,None,I+T_masked,"As shown in the figure, If angle DOB = [NUM], then angle ACD = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:.[NUM]°A[NUM]°",diagram
mv_97,data/mathverse_images/mv_97.png,"As shown in the figure, If angle DOB = 140.0, then angle ACD = ()
Choices:
A:20°
B:30°
C:40°
D:.70°A70°",A,,,None,I+T_masked,"As shown in the figure, If angle DOB = [NUM], then angle ACD = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:.[NUM]°A[NUM]°",diagram
mv_98,data/mathverse_images/mv_98.png,"As shown in the figure, then angle ACD = ()
Choices:
A:20°
B:30°
C:40°
D:.70°A70°",A,,,None,I+T_masked,"As shown in the figure, then angle ACD = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:.[NUM]°A[NUM]°",diagram
mv_100,data/mathverse_images/mv_100.png,"As shown in the figure, it is known that angle 1 = angle 2 = angle 3 = 55.0, then the degree of angle 4 is ()
Choices:
A:110°
B:115°
C:120°
D:125°",D,,,None,I+T_masked,"As shown in the figure, it is known that angle [NUM] = angle [NUM] = angle [NUM] = [NUM], then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_101,data/mathverse_images/mv_101.png,"As shown in the figure, it is known that angle 1 = angle 2 = angle 3 = 55.0, then the degree of angle 4 is ()
Choices:
A:110°
B:115°
C:120°
D:125°",D,,,None,I+T_masked,"As shown in the figure, it is known that angle [NUM] = angle [NUM] = angle [NUM] = [NUM], then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_102,data/mathverse_images/mv_102.png,"As shown in the figure, it is known that angle 1 = angle 2 = angle 3 = 55.0, then the degree of angle 4 is ()
Choices:
A:110°
B:115°
C:120°
D:125°",D,,,None,I+T_masked,"As shown in the figure, it is known that angle [NUM] = angle [NUM] = angle [NUM] = [NUM], then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_103,data/mathverse_images/mv_103.png,"As shown in the figure, then the degree of angle 4 is ()
Choices:
A:110°
B:115°
C:120°
D:125°",D,,,None,I+T_masked,"As shown in the figure, then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_105,data/mathverse_images/mv_105.png,"As shown in the figure, in the diamond ABCD, M and N are respectively AB and CD, and AM = CN, MN and AC intersect at point O. Connect BO. If angle DAC = 28.0, then the degree of angle OBC is ()
Choices:
A:28°
B:52°
C:62°
D:72°",C,,,None,I+T_masked,"As shown in the figure, in the diamond ABCD, M and N are respectively AB and CD, and AM = CN, MN and AC intersect at point O. Connect BO. If angle DAC = [NUM], then the degree of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_106,data/mathverse_images/mv_106.png,"As shown in the figure, in the diamond ABCD, if angle DAC = 28.0, then the degree of angle OBC is ()
Choices:
A:28°
B:52°
C:62°
D:72°",C,,,None,I+T_masked,"As shown in the figure, in the diamond ABCD, if angle DAC = [NUM], then the degree of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_107,data/mathverse_images/mv_107.png,"As shown in the figure, if angle DAC = 28.0, then the degree of angle OBC is ()
Choices:
A:28°
B:52°
C:62°
D:72°",C,,,None,I+T_masked,"As shown in the figure, if angle DAC = [NUM], then the degree of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_108,data/mathverse_images/mv_108.png,"As shown in the figure, in the diamond ABCD, the degree of angle OBC is ()
Choices:
A:28°
B:52°
C:62°
D:72°",C,,,None,I+T_masked,"As shown in the figure, in the diamond ABCD, the degree of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_110,data/mathverse_images/mv_110.png,"As shown in the figure, PA and PB are tangent to circle O at A and B respectively. If angle C = 65.0, then the degree of angle P is ()
Choices:
A:65°
B:130°
C:50°
D:100°",C,,,None,I+T_masked,"As shown in the figure, PA and PB are tangent to circle O at A and B respectively. If angle C = [NUM], then the degree of angle P is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_111,data/mathverse_images/mv_111.png,"As shown in the figure, PA and PB are tangent to circle O at A and B respectively. If angle C = 65.0, then the degree of angle P is ()
Choices:
A:65°
B:130°
C:50°
D:100°",C,,,None,I+T_masked,"As shown in the figure, PA and PB are tangent to circle O at A and B respectively. If angle C = [NUM], then the degree of angle P is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_112,data/mathverse_images/mv_112.png,"As shown in the figure, If angle C = 65.0, then the degree of angle P is ()
Choices:
A:65°
B:130°
C:50°
D:100°",C,,,None,I+T_masked,"As shown in the figure, If angle C = [NUM], then the degree of angle P is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_113,data/mathverse_images/mv_113.png,"As shown in the figure, PA and PB are tangent to circle O at A and B respectively. then the degree of angle P is ()
Choices:
A:65°
B:130°
C:50°
D:100°",C,,,None,I+T_masked,"As shown in the figure, PA and PB are tangent to circle O at A and B respectively. then the degree of angle P is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_115,data/mathverse_images/mv_115.png,"As shown in the figure, the line a parallel b and they intersect the line c at a and b respectively, angle 1 = 50.0, then the degree of angle 2 is ()
Choices:
A:150°
B:130°
C:100°
D:50°",B,,,None,I+T_masked,"As shown in the figure, the line a parallel b and they intersect the line c at a and b respectively, angle [NUM] = [NUM], then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_116,data/mathverse_images/mv_116.png,"As shown in the figure, the line a parallel b, angle 1 = 50.0, then the degree of angle 2 is ()
Choices:
A:150°
B:130°
C:100°
D:50°",B,,,None,I+T_masked,"As shown in the figure, the line a parallel b, angle [NUM] = [NUM], then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_117,data/mathverse_images/mv_117.png,"As shown in the figure, angle 1 = 50.0, then the degree of angle 2 is ()
Choices:
A:150°
B:130°
C:100°
D:50°",B,,,None,I+T_masked,"As shown in the figure, angle [NUM] = [NUM], then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_118,data/mathverse_images/mv_118.png,"As shown in the figure, the line a parallel b, then the degree of angle 2 is ()
Choices:
A:150°
B:130°
C:100°
D:50°",B,,,None,I+T_masked,"As shown in the figure, the line a parallel b, then the degree of angle [NUM] is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_120,data/mathverse_images/mv_120.png,"As shown in the figure, EF parallel BC, AC bisects angle BAF, angle B = 50.0, then the degree of angle C is ()
Choices:
A:50°
B:55°
C:60°
D:65°",D,,,None,I+T_masked,"As shown in the figure, EF parallel BC, AC bisects angle BAF, angle B = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_121,data/mathverse_images/mv_121.png,"As shown in the figure, EF parallel BC, AC bisects angle BAF, angle B = 50.0, then the degree of angle C is ()
Choices:
A:50°
B:55°
C:60°
D:65°",D,,,None,I+T_masked,"As shown in the figure, EF parallel BC, AC bisects angle BAF, angle B = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_122,data/mathverse_images/mv_122.png,"As shown in the figure, angle B = 50.0, then the degree of angle C is ()
Choices:
A:50°
B:55°
C:60°
D:65°",D,,,None,I+T_masked,"As shown in the figure, angle B = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_123,data/mathverse_images/mv_123.png,"As shown in the figure, EF parallel BC, AC bisects angle BAF, then the degree of angle C is ()
Choices:
A:50°
B:55°
C:60°
D:65°",D,,,None,I+T_masked,"As shown in the figure, EF parallel BC, AC bisects angle BAF, then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_125,data/mathverse_images/mv_125.png,"As shown in the figure, in order to measure the height of the school flagpole, Xiaodong uses a bamboo pole with a length of 3.2 as a measuring tool, and moves the bamboo pole so that the top of the bamboo pole and the shadow of the top of the flag pole fall on the same point on the ground. At this time, the distance between the bamboo pole and this point is 8.0 , 22.0 from the flagpole, the height of the flagpole is ().
Choices:
A:8.8
B:10
C:12
D:14",C,,,None,I+T_masked,"As shown in the figure, in order to measure the height of the school flagpole, Xiaodong uses a bamboo pole with a length of [NUM] as a measuring tool, and moves the bamboo pole so that the top of the bamboo pole and the shadow of the top of the flag pole fall on the same point on the ground. At this time, the distance between the bamboo pole and this point is [NUM] , [NUM] from the flagpole, the height of the flagpole is ().
Choices:
A:[NUM]
B:[NUM]
C:[NUM]
D:[NUM]",diagram
mv_126,data/mathverse_images/mv_126.png,"As shown in the figure, Xiaodong uses a bamboo pole with a length of 3.2 as a measuring tool, the height of the flagpole is ().
Choices:
A:8.8
B:10
C:12
D:14",C,,,None,I+T_masked,"As shown in the figure, Xiaodong uses a bamboo pole with a length of [NUM] as a measuring tool, the height of the flagpole is ().
Choices:
A:[NUM]
B:[NUM]
C:[NUM]
D:[NUM]",diagram
mv_127,data/mathverse_images/mv_127.png,"As shown in the figure, Xiaodong uses a bamboo pole with a length of 3.2 as a measuring tool, the height of the flagpole is ().
Choices:
A:8.8
B:10
C:12
D:14",C,,,None,I+T_masked,"As shown in the figure, Xiaodong uses a bamboo pole with a length of [NUM] as a measuring tool, the height of the flagpole is ().
Choices:
A:[NUM]
B:[NUM]
C:[NUM]
D:[NUM]",diagram
mv_128,data/mathverse_images/mv_128.png,"As shown in the figure, the height of the flagpole is ().
Choices:
A:8.8
B:10
C:12
D:14",C,,,None,I+T_masked,"As shown in the figure, the height of the flagpole is ().
Choices:
A:[NUM]
B:[NUM]
C:[NUM]
D:[NUM]",diagram
mv_130,data/mathverse_images/mv_130.png,"As shown in the figure, when planting trees on flat ground, the plant spacing (the horizontal distance between two adjacent trees) is required to be 4.0. If trees are planted on a hillside with a slope of 0.75, and the plant spacing is also required to be 4.0, then the slope distance between two adjacent trees is ()
Choices:
A:5m
B:6m
C:7m
D:8m",A,,,None,I+T_masked,"As shown in the figure, when planting trees on flat ground, the plant spacing (the horizontal distance between two adjacent trees) is required to be [NUM]. If trees are planted on a hillside with a slope of [NUM], and the plant spacing is also required to be [NUM], then the slope distance between two adjacent trees is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_131,data/mathverse_images/mv_131.png,"As shown in the figure, the plant spacing (the horizontal distance between two adjacent trees) is required to be 4.0. If trees are planted on a hillside with a slope of 0.75, and the plant spacing is also required to be 4.0, then the slope distance between two adjacent trees is ()
Choices:
A:5m
B:6m
C:7m
D:8m",A,,,None,I+T_masked,"As shown in the figure, the plant spacing (the horizontal distance between two adjacent trees) is required to be [NUM]. If trees are planted on a hillside with a slope of [NUM], and the plant spacing is also required to be [NUM], then the slope distance between two adjacent trees is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_132,data/mathverse_images/mv_132.png,"As shown in the figure, the plant spacing (the horizontal distance between two adjacent trees) is required to be 4.0. If trees are planted on a hillside with a slope of 0.75, and the plant spacing is also required to be 4.0, then the slope distance between two adjacent trees is ()
Choices:
A:5m
B:6m
C:7m
D:8m",A,,,None,I+T_masked,"As shown in the figure, the plant spacing (the horizontal distance between two adjacent trees) is required to be [NUM]. If trees are planted on a hillside with a slope of [NUM], and the plant spacing is also required to be [NUM], then the slope distance between two adjacent trees is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_133,data/mathverse_images/mv_133.png,"As shown in the figure, then the slope distance between two adjacent trees is ()
Choices:
A:5m
B:6m
C:7m
D:8m",A,,,None,I+T_masked,"As shown in the figure, then the slope distance between two adjacent trees is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_135,data/mathverse_images/mv_135.png,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, where angle ACB = 90.0. Connect CD, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",B,,,None,I+T_masked,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, where angle ACB = [NUM]. Connect CD, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_136,data/mathverse_images/mv_136.png,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",B,,,None,I+T_masked,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_137,data/mathverse_images/mv_137.png,"As shown in the figure, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",B,,,None,I+T_masked,"As shown in the figure, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_138,data/mathverse_images/mv_138.png,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",B,,,None,I+T_masked,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_140,data/mathverse_images/mv_140.png,"As shown in the figure, In the triangle ABC, D is the intersection point of the angular bisector BD and CD of triangle ABC. If angle A = 50.0, then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°",C,,,None,I+T_masked,"As shown in the figure, In the triangle ABC, D is the intersection point of the angular bisector BD and CD of triangle ABC. If angle A = [NUM], then angle D = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_141,data/mathverse_images/mv_141.png,"As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. If angle A = 50.0, then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°",C,,,None,I+T_masked,"As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. If angle A = [NUM], then angle D = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
